,Player,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,Age,G,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
1045,Landry Fields,6.2,15.9,9.2,1.8,0.6,14.3,12.5,24-26,107,33,3.4,7.6,3.3,7.1,0.1,0.5,1.2,1.9,1.9,4.8,6.7,2.2,1.2,0.3,1.4,2.2,8.1,0.45,0.471,0.143,0.654,0.483,0.455,F
1046,Yogi Ferrell,1.4,10.2,17.2,1.6,0.5,10.5,17.8,23-27,259,53,5.0,11.9,3.0,6.4,2.0,5.5,1.8,2.1,0.5,3.2,3.7,4.2,1.2,0.2,1.5,2.5,13.8,0.42,0.467,0.365,0.835,0.537,0.504,G
1047,Bruno Fernando,11.2,22.9,9.3,0.9,4.0,17.7,16.2,21-24,158,17,5.2,9.9,5.1,8.8,0.1,1.1,2.3,3.5,3.7,7.5,11.3,2.3,0.7,1.6,2.5,5.5,12.8,0.527,0.575,0.133,0.639,0.56,0.534,F
1048,Terrance Ferguson,2.0,5.1,4.7,1.1,0.9,9.7,10.0,19-22,204,124,3.0,7.4,1.3,2.2,1.8,5.2,0.5,0.7,0.7,1.7,2.4,1.3,0.8,0.4,0.8,4.3,8.3,0.404,0.57,0.334,0.753,0.536,0.522,G-F
1049,Raymond Felton,2.2,9.8,22.9,1.9,0.9,13.8,19.1,28-34,437,180,5.0,12.2,3.7,8.2,1.3,4.0,1.6,2.0,0.7,3.1,3.8,5.3,1.3,0.4,2.1,2.4,13.0,0.413,0.454,0.328,0.797,0.496,0.467,G
1051,Cristiano Felício,11.4,18.8,7.5,1.0,1.1,14.8,12.9,23-28,252,20,4.4,7.6,4.4,7.5,0.0,0.1,2.2,3.3,3.9,6.2,10.0,1.9,0.7,0.5,1.6,3.6,10.9,0.572,0.582,0.0,0.673,0.602,0.572,F-C
1053,Derrick Favors,11.1,21.8,7.9,1.6,4.0,11.4,19.8,21-30,647,467,6.6,12.3,6.5,11.8,0.1,0.4,2.8,4.1,3.5,7.0,10.5,1.7,1.1,1.8,1.8,3.5,16.0,0.538,0.55,0.198,0.671,0.57,0.541,F-C
1055,Jordan Farmar,2.0,8.7,27.4,2.1,0.7,18.1,20.4,27-30,91,15,5.3,12.9,2.7,6.6,2.5,6.3,1.3,1.6,0.7,2.9,3.5,6.4,1.5,0.3,3.0,2.9,14.4,0.407,0.412,0.402,0.8,0.527,0.506,G
1056,Kenneth Faried,13.5,22.8,6.6,1.5,2.5,11.7,19.8,23-29,432,346,6.8,12.5,6.7,12.3,0.0,0.2,3.1,4.8,4.5,7.4,11.9,1.5,1.1,1.2,1.9,3.6,16.7,0.543,0.547,0.222,0.653,0.573,0.544,F-C
1058,Festus Ezeli,13.8,18.9,3.7,1.0,5.3,16.7,14.6,23-26,170,61,4.1,8.1,4.1,8.1,0.0,0.0,2.4,4.4,4.4,6.5,10.9,0.9,0.7,2.5,2.0,4.9,10.7,0.513,0.513,0.0,0.557,0.536,0.513,C
1059,Dante Exum,2.3,8.6,17.1,1.1,0.8,18.4,16.6,19-25,245,72,4.0,9.9,2.7,5.6,1.3,4.3,1.6,2.1,0.7,2.8,3.5,4.1,0.8,0.3,2.4,3.4,11.0,0.407,0.485,0.305,0.764,0.507,0.473,G
1060,Tyreke Evans,3.2,14.8,27.4,2.1,1.0,14.1,25.9,23-29,402,240,7.0,15.9,5.7,12.2,1.3,3.7,3.4,4.5,1.0,4.6,5.7,5.9,1.5,0.4,2.9,2.6,18.6,0.439,0.468,0.346,0.752,0.521,0.479,G-F
1061,Reggie Evans,15.2,33.7,3.9,1.9,0.5,22.3,12.0,32-34,181,83,2.5,5.4,2.5,5.4,0.0,0.0,2.4,4.5,4.7,10.4,15.1,1.0,1.3,0.2,2.1,4.1,7.5,0.464,0.465,0.0,0.546,0.505,0.464,F
1062,Jeremy Evans,10.7,18.7,5.9,1.8,3.3,9.9,14.4,25-30,172,6,4.8,8.9,4.7,8.5,0.1,0.4,2.1,2.9,3.4,5.7,9.1,1.3,1.2,1.5,1.1,4.0,11.8,0.54,0.556,0.25,0.703,0.578,0.547,F
1065,Drew Eubanks,10.1,22.2,9.1,1.2,4.7,15.8,15.3,21-25,248,65,5.5,9.1,5.4,8.7,0.1,0.4,2.6,3.6,3.4,7.2,10.5,2.3,0.9,1.9,2.0,3.9,13.8,0.607,0.619,0.341,0.725,0.646,0.615,F
1066,Tyler Ennis,2.3,9.5,22.8,2.1,0.6,17.5,18.2,20-23,186,21,4.9,11.8,3.9,8.6,1.0,3.2,1.1,1.5,0.7,3.1,3.9,5.5,1.5,0.3,2.6,3.6,12.0,0.419,0.458,0.317,0.768,0.484,0.463,G
1067,James Ennis III,5.4,12.9,6.9,1.5,1.2,11.8,14.2,24-31,395,140,4.1,8.9,2.6,5.0,1.4,3.9,2.2,2.8,1.8,4.1,5.9,1.7,1.1,0.5,1.4,3.6,11.8,0.457,0.534,0.36,0.797,0.582,0.537,F
1069,Joel Embiid,7.9,30.5,19.5,1.4,4.5,13.2,35.1,22-28,394,394,10.1,20.3,8.8,16.4,1.3,3.9,9.2,11.3,2.5,10.1,12.7,3.9,1.0,1.9,3.8,3.5,30.8,0.501,0.54,0.337,0.819,0.611,0.533,C
1071,Monta Ellis,1.4,9.0,22.8,2.6,0.9,14.4,24.1,27-31,399,358,6.5,15.0,5.5,11.7,1.0,3.3,3.0,3.8,0.5,2.9,3.4,5.1,1.8,0.4,2.8,2.3,17.0,0.435,0.473,0.302,0.771,0.51,0.468,G
1073,Wayne Ellington,1.4,10.1,8.2,1.4,0.3,7.3,17.1,25-34,581,193,5.0,12.3,2.0,4.3,3.1,8.0,1.1,1.3,0.5,3.2,3.7,1.9,1.0,0.1,1.0,1.9,14.2,0.41,0.46,0.383,0.848,0.553,0.534,G
1074,Henry Ellenson,3.8,25.1,9.5,0.8,0.3,10.4,22.0,20-24,83,2,5.5,14.9,3.3,8.2,2.2,6.7,2.3,3.0,1.3,8.1,9.4,2.2,0.6,0.1,1.9,2.9,15.6,0.371,0.4,0.336,0.773,0.482,0.446,F
1075,CJ Elleby,6.0,15.1,10.1,1.5,1.6,12.7,15.2,20-21,88,28,3.8,9.9,2.7,5.6,1.2,4.2,1.9,2.6,2.0,4.8,6.8,2.6,1.1,0.6,1.6,3.8,10.7,0.39,0.477,0.275,0.717,0.487,0.449,F
1079,Kessler Edwards,5.5,13.0,5.1,1.5,1.9,12.8,13.5,21-22,84,27,3.8,9.4,2.1,4.4,1.7,5.0,0.7,0.9,1.8,4.4,6.1,1.4,1.1,0.8,1.4,3.3,10.1,0.406,0.479,0.34,0.794,0.512,0.496,F
1081,Anthony Edwards,2.4,14.1,17.3,1.9,1.7,12.1,27.9,19-21,223,206,8.3,18.9,5.5,10.8,2.8,8.0,3.5,4.6,0.8,4.6,5.4,3.9,1.5,0.7,2.9,2.3,23.0,0.441,0.506,0.352,0.77,0.55,0.516,G
1088,Kevin Durant,1.8,20.0,25.1,1.4,2.8,12.8,30.4,24-34,606,603,9.6,18.5,7.5,13.1,2.2,5.5,6.6,7.5,0.5,6.8,7.4,5.3,1.0,1.2,3.2,2.0,28.1,0.519,0.571,0.395,0.891,0.643,0.577,F-G
1089,Kris Dunn,1.8,14.1,26.8,3.0,1.6,17.2,18.8,22-28,267,132,5.2,12.0,4.4,9.4,0.8,2.6,1.5,2.1,0.6,4.5,5.1,6.4,2.2,0.6,2.7,4.4,12.7,0.432,0.465,0.313,0.744,0.492,0.466,G
1090,Mike Dunleavy,1.8,13.1,10.7,1.1,1.1,11.1,15.9,32-36,304,159,4.5,10.4,2.4,5.3,2.0,5.1,1.7,2.1,0.6,4.3,4.9,2.4,0.8,0.5,1.4,2.5,12.8,0.432,0.461,0.402,0.824,0.563,0.53,F-G
1091,Tim Duncan,8.4,27.3,16.0,1.3,5.1,12.7,23.6,36-39,281,280,7.1,14.1,7.0,14.0,0.0,0.1,3.6,4.8,2.6,9.0,11.5,3.6,0.9,2.5,2.4,2.4,17.7,0.499,0.501,0.19,0.754,0.546,0.5,F-C
1095,Jared Dudley,2.9,11.3,11.7,1.7,0.7,13.0,13.3,27-35,534,189,4.0,8.8,2.3,4.4,1.7,4.4,1.2,1.7,0.9,3.7,4.6,2.9,1.2,0.3,1.4,3.1,10.9,0.454,0.525,0.384,0.734,0.572,0.55,F-G
1096,Chris Duarte,2.7,13.0,10.4,1.6,0.7,11.2,20.3,24-25,101,51,5.8,14.1,3.6,7.8,2.2,6.3,2.2,2.7,0.9,4.1,5.0,2.6,1.2,0.3,1.9,2.4,16.0,0.41,0.461,0.347,0.821,0.523,0.488,G
1097,Andre Drummond,16.5,33.7,7.7,2.3,4.1,13.5,21.8,19-29,785,630,7.1,13.1,7.1,12.9,0.0,0.2,2.6,5.5,5.5,10.7,16.2,1.7,1.7,1.8,2.4,3.8,16.8,0.542,0.548,0.128,0.475,0.542,0.543,C
1100,Goran Dragić,2.7,9.5,27.9,1.6,0.5,14.6,23.7,26-36,675,494,6.7,14.6,5.1,10.0,1.6,4.5,3.2,4.1,0.9,3.1,3.9,6.2,1.2,0.2,2.8,2.8,18.3,0.462,0.509,0.361,0.773,0.558,0.519,G
1101,PJ Dozier,3.8,15.1,13.6,1.6,1.7,11.4,17.8,21-26,121,6,4.9,12.2,3.4,7.2,1.5,4.9,1.4,2.0,1.2,4.9,6.1,3.6,1.2,0.6,1.7,3.2,12.6,0.402,0.466,0.307,0.673,0.484,0.464,G
1104,Sekou Doumbouya,4.1,14.3,5.9,1.4,1.0,12.3,17.5,19-21,96,30,4.5,11.6,3.3,6.8,1.2,4.7,1.7,2.5,1.3,4.5,5.9,1.4,1.0,0.4,1.8,3.8,11.9,0.388,0.479,0.256,0.693,0.47,0.44,F
1106,Toney Douglas,2.8,10.9,18.4,2.5,0.5,13.2,18.7,26-30,219,35,4.8,12.0,2.8,6.5,2.0,5.5,2.1,2.5,0.9,3.4,4.3,4.3,1.8,0.2,2.0,4.0,13.6,0.399,0.436,0.355,0.838,0.519,0.48,G
1108,Damyean Dotson,1.4,12.2,11.2,1.2,0.4,9.0,17.0,23-27,213,49,5.1,12.3,3.0,6.1,2.1,6.2,1.1,1.6,0.5,4.0,4.5,2.7,0.9,0.2,1.3,2.2,13.5,0.417,0.491,0.345,0.711,0.521,0.504,G
1109,Ayo Dosunmu,2.0,9.6,14.9,1.4,1.2,15.0,14.5,22-23,157,91,4.8,9.5,3.7,6.2,1.1,3.2,1.0,1.4,0.6,3.1,3.7,4.0,1.0,0.5,1.8,3.1,11.7,0.506,0.589,0.344,0.744,0.581,0.564,G
1110,Luguentz Dort,3.8,10.1,8.3,1.5,0.9,9.3,20.5,20-23,213,204,5.5,14.0,3.2,7.0,2.3,7.0,3.0,3.8,1.3,3.4,4.7,2.0,1.1,0.4,1.6,3.6,16.4,0.393,0.454,0.332,0.787,0.521,0.476,G
1111,Tyler Dorsey,2.9,13.3,12.4,0.9,0.4,8.3,19.9,21-26,107,16,5.5,14.0,3.0,6.8,2.5,7.1,1.8,2.7,1.0,4.3,5.2,2.9,0.7,0.1,1.4,2.5,15.2,0.392,0.434,0.351,0.669,0.503,0.482,G
1114,Luka Dončić,3.2,24.2,41.8,1.6,1.1,14.4,35.6,19-23,330,330,9.8,21.1,6.9,12.5,2.9,8.6,6.3,8.6,1.0,7.9,9.0,8.4,1.2,0.5,4.2,2.4,28.9,0.466,0.554,0.338,0.739,0.581,0.535,G-F
1115,Donte DiVincenzo,4.6,14.9,15.0,2.2,0.8,14.6,16.6,22-26,273,127,4.8,11.4,2.3,4.6,2.5,6.9,1.4,1.7,1.5,5.3,6.8,4.1,1.7,0.3,2.1,2.5,13.5,0.42,0.509,0.362,0.777,0.551,0.529,G
1117,Spencer Dinwiddie,1.7,10.3,28.9,1.2,0.8,12.2,22.3,21-29,466,263,5.8,14.0,3.8,7.8,2.0,6.1,4.2,5.2,0.6,3.4,4.0,6.8,0.9,0.4,2.3,3.0,17.8,0.417,0.483,0.333,0.795,0.549,0.49,G
1119,Gorgui Dieng,9.2,22.4,9.8,1.8,3.6,14.6,16.2,24-33,628,209,5.0,10.0,4.4,8.4,0.6,1.6,2.6,3.3,3.0,7.1,10.1,2.4,1.3,1.6,2.0,3.8,13.1,0.496,0.522,0.355,0.791,0.572,0.524,C
1120,Boris Diaw,4.6,13.2,17.4,1.1,1.0,17.6,16.1,30-34,384,96,4.8,9.7,4.1,7.5,0.8,2.2,1.2,1.6,1.4,4.3,5.7,4.2,0.8,0.5,2.2,2.7,11.6,0.497,0.542,0.342,0.745,0.556,0.535,F-C
1121,Hamidou Diallo,5.8,16.7,9.3,2.2,1.4,11.7,20.7,20-24,263,44,6.6,13.4,6.1,11.4,0.6,2.0,2.8,4.5,2.0,5.4,7.4,2.1,1.6,0.6,2.0,4.2,16.6,0.495,0.534,0.274,0.623,0.54,0.516,G
1122,Cheick Diallo,8.8,27.9,5.2,1.2,2.7,13.3,17.0,20-25,183,3,6.6,11.1,6.6,11.0,0.0,0.1,2.5,3.3,2.9,9.6,12.5,1.3,0.9,1.2,1.9,4.5,15.8,0.596,0.599,0.286,0.774,0.63,0.597,F
1126,DeMar DeRozan,2.2,12.7,22.0,1.5,0.7,9.8,28.6,23-33,809,809,8.3,17.6,7.8,15.9,0.5,1.8,6.1,7.3,0.7,4.1,4.8,4.7,1.1,0.3,2.3,2.2,23.2,0.47,0.488,0.301,0.846,0.558,0.485,G-F
1128,Luol Deng,5.4,14.1,10.9,1.5,0.8,10.1,19.3,27-33,363,335,5.4,12.3,4.3,8.9,1.1,3.4,2.6,3.3,1.7,4.5,6.2,2.4,1.1,0.4,1.5,1.6,14.5,0.439,0.481,0.328,0.778,0.527,0.484,F
1129,Matthew Dellavedova,2.1,7.9,25.8,1.2,0.2,18.4,14.7,23-32,479,93,3.5,9.0,1.9,4.6,1.6,4.4,1.2,1.5,0.7,2.5,3.1,6.6,0.8,0.1,2.2,3.4,9.7,0.385,0.406,0.363,0.835,0.504,0.473,G
1132,Malcolm Delaney,0.9,9.9,23.2,1.6,0.3,17.6,17.7,27-28,127,5,4.0,10.7,2.9,7.0,1.1,3.7,2.4,2.9,0.3,3.2,3.5,5.7,1.2,0.1,2.6,3.1,11.6,0.377,0.415,0.308,0.805,0.483,0.431,G
1133,Sam Dekker,6.7,14.7,7.4,1.6,1.0,8.8,15.4,21-27,201,8,5.2,11.0,4.2,7.4,1.0,3.6,1.2,2.0,2.2,4.8,7.1,1.9,1.2,0.4,1.1,2.3,12.7,0.478,0.57,0.288,0.606,0.537,0.525,F
1135,Dewayne Dedmon,9.8,27.4,6.1,1.4,4.0,15.3,15.9,24-33,515,210,5.2,9.9,4.5,7.6,0.8,2.3,2.0,2.7,3.2,8.8,12.0,1.4,1.0,1.7,2.0,5.2,13.2,0.526,0.583,0.336,0.731,0.593,0.565,C
1137,Nando De Colo,3.1,13.5,21.0,2.3,0.6,21.3,17.6,25-26,119,9,4.3,10.0,3.1,6.6,1.2,3.4,1.7,2.0,0.9,4.4,5.4,5.2,1.6,0.3,3.0,3.4,11.5,0.429,0.463,0.363,0.835,0.528,0.491,G
1139,Austin Daye,3.1,19.2,9.1,1.3,2.1,11.5,19.4,24-26,111,5,5.1,12.9,2.7,6.5,2.4,6.3,1.1,1.5,1.0,6.0,6.9,2.1,0.9,1.0,1.8,4.3,13.6,0.393,0.412,0.374,0.74,0.503,0.486,F
1144,Terence Davis,3.0,15.6,12.3,2.0,1.3,12.3,21.5,22-25,227,24,6.5,15.0,3.3,6.1,3.2,8.9,1.6,2.0,1.0,5.1,6.1,3.0,1.5,0.5,2.2,3.9,17.9,0.434,0.532,0.366,0.826,0.564,0.542,G
1146,Glen Davis,6.4,17.3,8.5,1.8,1.5,10.8,20.7,27-29,176,77,6.0,13.2,5.9,13.0,0.0,0.2,2.4,3.5,2.0,5.6,7.6,1.8,1.3,0.7,1.8,3.8,14.4,0.454,0.457,0.235,0.685,0.489,0.456,F-C
1147,Ed Davis,13.3,25.4,6.3,1.3,3.3,12.7,13.8,23-32,591,80,4.7,8.2,4.7,8.2,0.0,0.0,2.0,3.5,4.4,8.2,12.6,1.5,0.9,1.5,1.4,4.8,11.4,0.573,0.573,0.0,0.578,0.586,0.573,F
1148,Deyonta Davis,9.0,21.7,6.0,0.8,4.4,10.4,14.3,20-22,107,6,5.5,9.3,5.5,9.2,0.0,0.0,1.5,2.4,2.9,6.7,9.6,1.3,0.6,1.7,1.2,4.9,12.6,0.599,0.601,0.0,0.635,0.611,0.599,C-F
1149,Anthony Davis,8.4,24.8,11.9,1.9,5.6,8.8,28.4,19-29,660,653,9.4,18.1,8.9,16.4,0.5,1.6,5.9,7.4,2.7,8.2,10.9,2.5,1.4,2.4,2.1,2.5,25.1,0.519,0.541,0.3,0.793,0.589,0.533,F-C
1153,Troy Daniels,1.6,8.2,5.8,1.0,0.4,8.6,18.9,22-28,339,20,5.5,13.7,1.5,3.6,4.0,10.0,1.0,1.3,0.5,2.7,3.2,1.3,0.7,0.1,1.3,3.1,15.9,0.401,0.416,0.395,0.799,0.56,0.546,G
1156,Samuel Dalembert,13.7,24.6,4.7,1.3,5.2,17.4,15.9,31-33,159,112,5.0,9.4,5.0,9.3,0.0,0.0,1.9,2.6,4.4,7.7,12.1,1.1,0.9,2.3,2.2,4.6,11.9,0.537,0.537,0.5,0.722,0.568,0.538,C
1157,Stephen Curry,2.2,12.9,32.4,2.3,0.5,13.3,30.3,24-34,702,702,9.3,19.6,4.8,9.0,4.5,10.5,4.5,5.0,0.7,4.4,5.1,7.0,1.7,0.2,3.3,2.3,27.6,0.475,0.533,0.426,0.91,0.634,0.59,G
1158,Seth Curry,1.4,8.3,13.2,1.4,0.5,10.8,18.2,23-32,438,206,5.9,12.5,3.2,6.1,2.8,6.4,1.5,1.8,0.4,2.7,3.2,3.1,1.0,0.2,1.6,2.4,16.2,0.475,0.516,0.435,0.862,0.609,0.586,G
1160,Jared Cunningham,1.1,9.3,9.3,1.8,0.3,13.2,18.1,21-24,84,3,3.6,10.3,2.4,6.6,1.1,3.7,3.5,5.1,0.4,3.0,3.3,2.3,1.2,0.1,1.9,4.3,11.7,0.347,0.369,0.306,0.674,0.467,0.402,G
1161,Dante Cunningham,5.4,14.0,5.3,1.5,1.6,7.9,12.5,25-31,510,170,4.1,8.9,3.4,7.0,0.7,1.9,0.8,1.2,1.8,4.5,6.3,1.3,1.1,0.7,0.8,2.7,9.7,0.464,0.494,0.353,0.636,0.515,0.502,F
1164,Jarrett Culver,5.3,12.2,10.0,1.9,1.8,11.9,19.1,20-23,144,43,5.3,13.3,4.0,8.4,1.3,4.8,1.6,3.1,1.8,4.0,5.8,2.5,1.5,0.8,2.0,3.5,13.6,0.401,0.473,0.276,0.509,0.463,0.451,G
1165,Jae Crowder,3.1,15.4,9.1,1.9,1.1,9.0,16.5,22-32,753,409,4.7,11.2,2.5,4.8,2.2,6.4,2.0,2.6,1.0,5.1,6.1,2.3,1.4,0.5,1.2,3.0,13.7,0.418,0.512,0.348,0.778,0.552,0.517,F
1167,Jordan Crawford,2.2,9.8,24.3,1.2,0.3,13.7,24.6,24-29,175,49,6.6,15.6,4.7,9.9,1.9,5.7,2.6,3.1,0.7,3.1,3.8,5.1,0.9,0.1,2.7,2.3,17.8,0.424,0.471,0.341,0.834,0.523,0.486,G
1168,Jamal Crawford,1.2,6.1,16.6,1.5,0.5,11.1,24.9,32-39,515,34,6.6,16.0,4.3,9.5,2.3,6.5,3.6,4.1,0.4,2.0,2.4,3.8,1.0,0.2,2.2,1.9,19.1,0.413,0.457,0.349,0.88,0.537,0.484,G
1169,Torrey Craig,7.0,15.2,7.0,1.3,2.6,11.0,13.1,27-32,379,153,4.2,9.2,2.6,4.6,1.6,4.7,0.9,1.2,2.3,4.9,7.2,1.9,0.9,1.1,1.2,3.7,10.9,0.456,0.567,0.347,0.696,0.557,0.544,G-F
1170,Allen Crabbe,1.3,11.4,7.1,1.2,0.9,8.4,16.0,21-27,381,113,4.8,11.4,2.4,5.1,2.4,6.3,1.5,1.8,0.4,3.8,4.2,1.7,0.9,0.4,1.1,3.0,13.6,0.425,0.471,0.387,0.831,0.559,0.531,G-F
1171,Robert Covington,3.3,18.0,7.6,2.6,2.8,12.7,17.1,23-32,585,460,4.7,11.5,2.0,4.1,2.7,7.3,1.9,2.3,1.1,5.9,7.0,1.8,1.9,1.2,1.8,3.6,13.9,0.408,0.49,0.362,0.811,0.556,0.524,F-C
1172,DeMarcus Cousins,8.9,29.3,19.5,2.3,3.2,15.2,32.3,22-31,509,437,8.7,18.7,7.7,15.7,1.0,3.0,6.4,8.6,2.9,9.6,12.4,3.9,1.6,1.4,4.0,4.3,24.8,0.465,0.489,0.335,0.746,0.551,0.491,C-F
1176,Chris Copeland,3.5,11.2,8.6,0.8,1.1,12.3,22.9,28-31,171,26,6.2,14.6,3.6,7.4,2.6,7.2,1.9,2.5,1.1,3.5,4.6,1.8,0.5,0.5,2.2,4.0,17.0,0.427,0.486,0.365,0.752,0.54,0.516,F
1182,Quinn Cook,2.0,10.6,16.1,0.9,0.2,11.2,19.7,23-27,188,29,6.5,14.1,4.1,8.1,2.4,6.0,0.8,1.1,0.6,3.6,4.3,4.0,0.7,0.1,1.8,2.7,16.3,0.461,0.5,0.408,0.795,0.559,0.548,G
1185,Pat Connaughton,4.0,14.7,8.6,1.2,1.2,9.0,13.2,23-30,478,68,4.2,9.7,2.0,3.4,2.3,6.3,0.8,1.1,1.3,5.3,6.6,2.4,0.9,0.5,1.0,2.2,11.5,0.436,0.576,0.359,0.777,0.567,0.552,G
1186,Mike Conley,1.9,9.0,30.0,2.2,0.7,12.0,23.0,25-35,667,659,6.3,14.4,4.1,8.7,2.2,5.7,3.5,4.2,0.6,2.9,3.5,6.7,1.6,0.3,2.2,2.2,18.3,0.438,0.474,0.383,0.837,0.564,0.514,G
1189,Nick Collison,9.8,14.8,11.0,1.4,1.6,18.7,11.7,32-37,322,8,3.6,6.9,3.4,6.2,0.1,0.6,1.5,2.1,3.0,5.0,8.0,2.8,1.0,0.7,1.8,4.9,8.8,0.524,0.552,0.238,0.703,0.566,0.535,F
1190,Darren Collison,1.7,8.1,25.4,2.1,0.4,14.0,19.1,25-34,496,346,5.6,11.8,4.4,8.7,1.3,3.2,3.0,3.5,0.5,2.6,3.2,6.0,1.5,0.2,2.2,2.3,15.5,0.476,0.504,0.402,0.852,0.581,0.53,G
1192,Zach Collins,7.9,19.4,11.5,1.0,3.1,16.6,17.8,20-25,245,42,5.4,11.3,4.2,7.9,1.2,3.4,2.2,3.0,2.6,6.4,9.1,3.0,0.8,1.4,2.5,4.7,14.2,0.477,0.535,0.342,0.749,0.562,0.528,C-F
1193,John Collins,8.1,21.6,8.0,0.9,3.1,10.2,20.5,20-25,364,313,7.7,13.9,6.5,10.6,1.2,3.3,3.1,3.9,2.7,7.1,9.8,1.8,0.7,1.3,1.8,3.8,19.6,0.551,0.611,0.356,0.783,0.626,0.593,F
1195,Norris Cole,1.1,9.6,19.1,1.8,0.4,16.1,17.6,24-28,295,58,4.4,10.8,3.4,7.8,1.0,3.0,1.2,1.6,0.3,2.9,3.3,4.5,1.3,0.2,2.2,3.0,11.0,0.41,0.441,0.33,0.734,0.48,0.456,G
1196,Amir Coffey,2.3,9.7,10.8,1.1,0.7,9.3,15.3,22-25,181,41,4.4,10.1,2.6,5.2,1.8,4.8,2.4,3.0,0.7,3.3,4.1,2.8,0.8,0.3,1.2,2.5,13.0,0.436,0.499,0.369,0.799,0.569,0.525,G
1199,Nic Claxton,9.5,22.5,8.3,1.4,6.2,11.6,15.1,20-23,170,96,6.3,9.3,6.3,9.2,0.0,0.1,2.0,3.8,3.0,7.5,10.5,2.1,1.0,2.6,1.4,3.6,14.7,0.679,0.686,0.143,0.54,0.67,0.68,C
1202,Jordan Clarkson,3.4,9.9,16.4,1.5,0.5,10.9,25.9,22-30,661,203,7.8,17.8,5.4,10.6,2.4,7.2,2.7,3.2,1.1,3.3,4.4,3.6,1.1,0.2,2.3,2.2,20.8,0.44,0.509,0.338,0.826,0.54,0.508,G
1204,Brandon Clarke,8.6,19.0,9.7,1.6,3.6,8.2,17.8,23-26,237,29,7.6,12.6,7.3,11.4,0.3,1.2,2.5,3.5,3.0,6.5,9.4,2.4,1.2,1.5,1.3,3.1,18.1,0.604,0.637,0.29,0.705,0.638,0.618,F
1205,Ian Clark,1.6,8.7,11.9,1.4,0.8,12.0,18.7,22-27,330,9,5.7,13.1,3.8,7.4,1.9,5.6,1.3,1.6,0.5,3.0,3.5,3.1,1.0,0.4,1.9,3.1,14.7,0.439,0.514,0.34,0.804,0.533,0.513,G
1206,Gary Clark,5.5,15.5,5.1,1.1,2.4,7.8,10.8,24-27,170,19,2.8,8.1,0.6,1.2,2.2,6.9,0.5,0.6,1.9,5.0,6.9,1.4,0.8,1.0,0.7,2.4,8.4,0.351,0.494,0.326,0.838,0.504,0.489,F
1207,Earl Clark,5.3,19.1,6.0,1.3,2.5,12.0,16.6,25-27,123,53,4.5,11.0,3.2,7.1,1.3,3.9,1.2,1.8,1.7,6.2,7.9,1.4,0.9,1.2,1.6,2.9,11.5,0.411,0.453,0.333,0.667,0.49,0.47,F
1209,Josh Christopher,3.7,9.7,16.2,2.2,1.2,16.1,21.4,20-21,138,4,6.4,14.1,5.1,9.4,1.3,4.7,2.2,2.9,1.2,3.1,4.4,3.8,1.7,0.5,3.0,2.6,16.3,0.455,0.544,0.277,0.74,0.53,0.501,G
1214,Marquese Chriss,7.2,20.9,8.6,1.7,3.6,14.4,19.3,19-24,292,147,5.6,12.3,4.5,8.5,1.1,3.7,2.6,3.9,2.4,6.8,9.2,2.0,1.3,1.5,2.3,5.0,14.9,0.456,0.528,0.29,0.667,0.531,0.5,F
1215,Chris Chiozza,2.3,9.7,28.2,1.9,0.9,19.8,16.9,23-26,91,4,3.9,11.0,1.8,5.0,2.0,6.0,0.7,0.9,0.8,3.3,4.1,7.5,1.5,0.4,2.8,3.1,10.5,0.353,0.366,0.343,0.8,0.462,0.446,G
1220,Wilson Chandler,4.3,15.9,9.1,1.2,1.2,10.6,18.2,25-32,414,278,5.5,12.7,3.7,7.4,1.8,5.2,1.7,2.3,1.4,5.3,6.7,2.2,0.9,0.5,1.6,3.2,14.7,0.438,0.5,0.35,0.756,0.536,0.51,F
1221,Tyson Chandler,12.6,27.1,5.1,1.0,2.6,17.4,12.0,30-37,436,359,4.1,6.4,4.1,6.4,0.0,0.0,2.5,3.7,4.2,8.6,12.8,1.3,0.7,1.1,1.7,3.3,10.6,0.633,0.634,0.0,0.668,0.659,0.633,C
1225,Mario Chalmers,1.6,9.9,22.3,2.9,0.6,18.2,18.5,26-31,357,204,4.2,10.1,2.7,5.8,1.5,4.3,2.9,3.6,0.5,3.0,3.5,5.2,2.0,0.2,2.6,3.9,12.7,0.416,0.47,0.343,0.799,0.545,0.488,G
1229,Willie Cauley-Stein,8.0,21.3,9.8,1.8,3.2,10.5,17.1,22-28,422,256,6.0,11.1,6.0,10.9,0.0,0.1,2.2,3.6,2.7,6.9,9.6,2.3,1.4,1.3,1.5,3.8,14.3,0.544,0.548,0.188,0.612,0.564,0.545,F-C
1230,Omri Casspi,4.3,18.9,9.4,1.5,1.0,13.0,17.6,24-30,375,52,5.3,11.1,3.9,7.4,1.4,3.7,2.3,3.4,1.3,6.2,7.6,2.2,1.1,0.4,1.9,2.9,14.3,0.477,0.527,0.379,0.679,0.569,0.541,F
